cgpa,current_semester,total_semesters,min_cgpa_required,cgpa_gap,skills_overlap_count,skills_overlap_pct,location_match,type_preference_match,graduation_year_match,financial_need,is_scholarship,days_until_deadline,urgency_score,quality_signal,match_score
2.37,6,6,3.2,-0.83,0,0.0,1,1,1,0,0,55,0.2029,0.0,0.4377
2.66,6,9,3.0,-0.34,8,1.0,1,0,0,0,0,21,0.4,0.0,0.3596
2.14,4,8,3.2,-1.06,8,1.0,1,0,0,0,0,52,0.2121,0.0,0.277
2.11,5,6,3.5,-1.39,7,0.875,1,1,0,1,0,10,0.5833,0.0,0.3943
3.83,7,9,2.5,1.33,4,0.5,1,1,0,1,0,4,0.7778,0.5,0.681
2.62,4,6,2.5,0.12,2,0.25,1,0,1,1,0,87,0.1386,0.25,0.6534
3.96,4,7,2.8,1.16,1,0.125,1,0,1,0,0,47,0.2295,0.125,0.6028
3.93,7,9,2.8,1.13,3,0.375,1,1,1,1,0,42,0.25,0.375,0.7369
2.29,7,7,2.8,-0.51,3,0.375,1,1,1,1,0,36,0.28,0.0,0.489
3.43,5,6,3.0,0.43,2,0.25,0,0,0,0,0,82,0.1458,0.25,0.4387
3.2,10,10,3.5,-0.3,8,1.0,1,0,1,0,0,71,0.1647,0.0,0.622
3.38,4,7,2.8,0.58,5,0.625,1,1,1,0,0,43,0.2456,0.625,0.9091
2.19,8,8,3.0,-0.81,2,0.25,0,0,1,0,0,12,0.5385,0.0,0.2762
2.38,7,10,2.5,-0.12,5,0.625,0,1,1,1,0,63,0.1818,0.0,0.5191
2.15,10,10,2.8,-0.65,6,0.75,1,1,1,1,0,19,0.4242,0.0,0.6803
3.21,10,10,0.0,3.21,4,0.5,0,1,1,1,1,29,0.3256,0.5,0.7181
3.97,3,7,2.8,1.17,8,1.0,1,1,0,0,1,60,0.1892,1.0,0.7504
3.34,10,10,2.8,0.54,8,1.0,1,1,1,0,0,86,0.14,1.0,0.9193
3.42,5,6,3.0,0.42,3,0.375,1,0,1,0,0,20,0.4118,0.375,0.752
3.97,6,7,3.0,0.97,4,0.5,0,1,1,0,1,4,0.7778,0.5,0.8036
3.36,4,6,2.8,0.56,1,0.125,1,0,0,1,0,39,0.2642,0.125,0.5085
2.08,5,8,0.0,2.08,7,0.875,1,1,1,0,0,63,0.1818,0.875,0.9452
3.73,10,10,0.0,3.73,8,1.0,1,0,1,0,0,60,0.1892,1.0,0.8196
2.73,5,9,3.5,-0.77,5,0.625,1,1,0,0,0,86,0.14,0.0,0.2716
2.01,10,10,3.5,-1.49,1,0.125,1,0,1,1,0,19,0.4242,0.0,0.3443
3.01,3,6,2.5,0.51,4,0.5,0,1,1,0,0,71,0.1647,0.5,0.7316
3.87,8,9,2.5,1.37,7,0.875,1,1,1,0,0,70,0.1667,0.875,0.927
2.51,7,9,2.8,-0.29,0,0.0,0,0,0,1,0,75,0.1573,0.0,0.1691
2.98,5,8,3.0,-0.02,5,0.625,1,1,0,0,0,82,0.1458,0.0,0.5021
2.35,3,6,2.8,-0.45,5,0.625,0,0,1,1,0,27,0.3415,0.0,0.3556
2.12,3,6,0.0,2.12,4,0.5,1,1,1,1,0,28,0.3333,0.5,0.8468
2.16,10,10,2.8,-0.64,5,0.625,1,1,1,0,0,41,0.2545,0.0,0.4698
3.45,6,7,2.5,0.95,8,1.0,0,1,0,0,0,32,0.3043,1.0,0.5678
3.73,8,9,2.5,1.23,1,0.125,1,1,1,0,1,13,0.5185,0.125,0.7368
2.29,9,10,2.5,-0.21,5,0.625,0,1,1,0,0,30,0.3182,0.0,0.595
2.58,6,8,3.0,-0.42,7,0.875,0,1,0,1,0,34,0.2917,0.0,0.3543
2.39,7,7,2.8,-0.41,7,0.875,1,1,0,0,0,69,0.1687,0.0,0.4475
2.05,5,8,2.5,-0.45,4,0.5,1,1,0,0,0,1,0.9333,0.0,0.3518
3.11,7,7,2.8,0.31,8,1.0,0,1,0,1,0,68,0.1707,1.0,0.7087
3.4,3,6,2.8,0.6,2,0.25,0,1,1,1,0,71,0.1647,0.25,0.6111
3.3,7,10,3.0,0.3,3,0.375,0,0,1,1,1,12,0.5385,0.375,0.62
2.78,5,7,3.5,-0.72,7,0.875,1,1,1,1,0,86,0.14,0.0,0.6064
3.11,8,9,0.0,3.11,3,0.375,1,0,1,0,0,66,0.175,0.375,0.6887
2.19,8,9,3.2,-1.01,3,0.375,0,1,1,0,1,64,0.1795,0.0,0.3699
2.31,7,8,3.0,-0.69,5,0.625,1,1,0,0,0,70,0.1667,0.0,0.3192
3.86,4,8,3.0,0.86,5,0.625,1,1,0,1,0,73,0.1609,0.625,0.6929
3.52,2,6,2.8,0.72,8,1.0,1,0,0,0,0,37,0.2745,1.0,0.6014
3.85,8,8,2.5,1.35,5,0.625,0,0,1,1,0,47,0.2295,0.625,0.6655
3.83,9,9,0.0,3.83,1,0.125,1,1,1,1,0,55,0.2029,0.125,0.7235
3.3,2,6,3.5,-0.2,0,0.0,0,1,1,0,1,18,0.4375,0.0,0.4067
3.86,7,7,3.0,0.86,8,1.0,0,1,1,1,0,6,0.7,1.0,0.8802
2.83,6,9,2.8,0.03,3,0.375,1,1,0,0,0,65,0.1772,0.375,0.5974
2.01,10,10,2.8,-0.79,1,0.125,1,0,1,1,0,23,0.3784,0.0,0.2296
2.13,7,7,0.0,2.13,2,0.25,0,1,1,0,0,27,0.3415,0.25,0.6158
2.22,9,10,2.5,-0.28,0,0.0,1,1,1,1,1,10,0.5833,0.0,0.5754
2.19,2,6,3.0,-0.81,1,0.125,1,0,1,1,0,42,0.25,0.0,0.2757
2.7,7,8,2.8,-0.1,7,0.875,1,1,0,0,0,52,0.2121,0.0,0.4981
3.4,6,10,3.0,0.4,5,0.625,1,0,1,1,0,82,0.1458,0.625,0.794
3.58,5,8,3.0,0.58,5,0.625,1,0,1,0,1,45,0.2373,0.625,0.7317
3.18,7,8,3.0,0.18,0,0.0,1,0,1,0,0,34,0.2917,0.0,0.5035
2.29,2,6,3.2,-0.91,6,0.75,0,1,0,0,0,72,0.1628,0.0,0.3663
3.5,5,8,0.0,3.5,8,1.0,1,1,0,1,0,27,0.3415,1.0,0.7984
2.71,7,8,3.0,-0.29,8,1.0,0,0,1,1,0,2,0.875,0.0,0.5679
2.03,6,10,3.0,-0.97,3,0.375,1,1,1,0,0,3,0.8235,0.0,0.4252
2.56,4,7,2.5,0.06,5,0.625,0,1,0,1,0,77,0.1538,0.625,0.5682
2.66,3,7,2.5,0.16,2,0.25,1,1,0,1,1,64,0.1795,0.25,0.5818
2.55,8,9,2.5,0.05,7,0.875,1,0,1,0,1,17,0.4516,0.875,0.8414
3.62,6,10,2.5,1.12,8,1.0,0,0,1,1,1,20,0.4118,1.0,0.7861
3.52,4,7,2.8,0.72,2,0.25,0,0,1,0,0,76,0.1556,0.25,0.5394
3.39,7,9,0.0,3.39,4,0.5,0,1,0,1,1,58,0.1944,0.5,0.6351
2.28,7,10,3.0,-0.72,2,0.25,1,1,1,0,0,44,0.2414,0.0,0.4597
3.62,6,9,0.0,3.62,5,0.625,0,0,1,1,0,33,0.2979,0.625,0.7402
3.35,8,8,0.0,3.35,2,0.25,1,1,1,0,1,35,0.2857,0.25,0.7859
2.39,6,7,2.5,-0.11,6,0.75,1,0,1,0,1,71,0.1647,0.0,0.5181
3.3,3,7,2.5,0.8,8,1.0,1,0,1,1,1,18,0.4375,1.0,0.8275
2.97,6,6,3.5,-0.53,7,0.875,1,1,0,1,0,81,0.1474,0.0,0.4838
2.88,4,6,2.5,0.38,1,0.125,0,0,1,1,0,22,0.3889,0.125,0.4919
2.22,4,8,2.5,-0.28,1,0.125,1,0,1,1,1,22,0.3889,0.0,0.4796
3.04,6,6,2.5,0.54,7,0.875,1,1,1,1,1,34,0.2917,0.875,0.9941
2.2,3,6,2.8,-0.6,0,0.0,1,1,1,0,0,72,0.1628,0.0,0.4567
2.33,6,9,3.0,-0.67,3,0.375,1,1,0,0,0,1,0.9333,0.0,0.1937
2.27,2,6,3.0,-0.73,8,1.0,0,1,1,0,0,14,0.5,0.0,0.5532
3.91,6,6,2.8,1.11,4,0.5,1,1,1,0,0,34,0.2917,0.5,0.9154
2.57,5,8,3.0,-0.43,0,0.0,1,1,0,1,0,13,0.5185,0.0,0.2402
2.71,8,10,2.8,-0.09,8,1.0,0,1,1,0,1,35,0.2857,0.0,0.6365
2.64,6,9,3.2,-0.56,6,0.75,0,1,1,0,0,39,0.2642,0.0,0.4852
3.8,6,6,2.8,1.0,2,0.25,0,0,1,0,0,56,0.2,0.25,0.5151
3.13,5,6,2.5,0.63,5,0.625,1,1,1,1,0,30,0.3182,0.625,0.8945
3.84,7,9,3.0,0.84,5,0.625,0,0,0,0,0,49,0.2222,0.625,0.4811
2.6,6,9,3.2,-0.6,4,0.5,1,1,1,0,0,89,0.1359,0.0,0.5507
2.23,6,7,2.8,-0.57,8,1.0,1,1,0,1,0,42,0.25,0.0,0.4193
3.11,8,10,3.5,-0.39,7,0.875,0,1,1,0,1,73,0.1609,0.0,0.5158
2.69,10,10,3.2,-0.51,2,0.25,0,1,1,1,0,25,0.359,0.0,0.4297
3.6,8,9,2.5,1.1,8,1.0,0,1,1,0,1,81,0.1474,1.0,0.8503
3.76,5,9,3.0,0.76,8,1.0,1,0,0,1,0,52,0.2121,1.0,0.6717
2.95,9,9,3.0,-0.05,0,0.0,1,1,1,0,1,13,0.5185,0.0,0.5091
3.94,2,6,2.8,1.14,2,0.25,1,0,1,0,0,82,0.1458,0.25,0.7245
3.11,6,9,2.8,0.31,5,0.625,1,1,1,0,0,65,0.1772,0.625,0.8754
2.54,8,10,3.2,-0.66,7,0.875,1,1,1,1,0,31,0.3111,0.0,0.5966
2.98,4,7,3.0,-0.02,6,0.75,0,1,1,1,0,55,0.2029,0.0,0.6683
2.07,6,6,2.8,-0.73,5,0.625,1,1,1,0,0,86,0.14,0.0,0.4711
3.61,7,7,0.0,3.61,2,0.25,1,0,0,1,1,9,0.6087,0.25,0.5213
2.2,3,7,2.8,-0.6,0,0.0,1,0,0,0,1,4,0.7778,0.0,0.0755
2.62,7,10,3.2,-0.58,8,1.0,0,1,0,1,0,72,0.1628,0.0,0.315
3.13,5,8,3.0,0.13,4,0.5,0,0,1,1,0,26,0.35,0.5,0.6776
2.09,8,9,0.0,2.09,4,0.5,1,1,1,0,0,77,0.1538,0.5,0.8645
2.16,8,10,3.2,-1.04,8,1.0,1,1,0,0,1,70,0.1667,0.0,0.3714
3.39,8,9,3.2,0.19,1,0.125,0,1,0,1,1,83,0.1443,0.125,0.4553
2.14,5,9,2.8,-0.66,2,0.25,0,0,1,1,0,69,0.1687,0.0,0.2829
2.95,8,10,0.0,2.95,7,0.875,1,0,1,1,0,85,0.1414,0.875,0.8366
2.68,6,9,2.8,-0.12,2,0.25,1,1,1,0,0,56,0.2,0.0,0.6343
2.46,4,7,0.0,2.46,8,1.0,1,1,1,1,0,10,0.5833,1.0,0.9745
2.38,8,9,2.5,-0.12,7,0.875,0,1,1,0,0,19,0.4242,0.0,0.6208
3.53,3,7,3.0,0.53,0,0.0,0,1,1,1,0,80,0.1489,0.0,0.5062
3.9,3,7,3.2,0.7,4,0.5,1,1,1,1,1,27,0.3415,0.5,0.9063
2.28,7,9,2.8,-0.52,6,0.75,1,0,1,1,0,86,0.14,0.0,0.5252
3.92,6,7,3.2,0.72,4,0.5,0,1,1,1,1,79,0.1505,0.5,0.8038
3.19,4,6,3.2,-0.01,1,0.125,1,1,1,1,1,63,0.1818,0.0,0.5821
3.28,6,10,0.0,3.28,0,0.0,1,1,1,0,0,13,0.5185,0.0,0.691
3.42,7,8,2.5,0.92,0,0.0,1,1,1,1,0,17,0.4516,0.0,0.7093
3.41,6,9,3.0,0.41,1,0.125,0,1,0,0,0,67,0.1728,0.125,0.4623
3.64,9,10,3.0,0.64,2,0.25,1,1,1,0,0,37,0.2745,0.25,0.814
2.97,6,9,2.8,0.17,2,0.25,1,0,1,0,0,37,0.2745,0.25,0.6307
3.07,9,9,3.0,0.07,7,0.875,1,0,1,0,1,9,0.6087,0.875,0.8074
2.65,6,9,3.0,-0.35,4,0.5,0,1,1,0,1,42,0.25,0.0,0.4977
2.21,7,7,3.0,-0.79,1,0.125,0,1,1,0,0,1,0.9333,0.0,0.3467
3.33,7,10,3.0,0.33,0,0.0,0,1,1,0,0,13,0.5185,0.0,0.5336
2.07,8,9,0.0,2.07,1,0.125,1,1,1,0,0,83,0.1443,0.125,0.6979
2.55,4,6,2.5,0.05,2,0.25,1,1,0,0,0,68,0.1707,0.25,0.6774
2.19,2,6,0.0,2.19,6,0.75,0,0,0,1,0,88,0.1373,0.75,0.5268
2.38,6,10,3.5,-1.12,0,0.0,1,1,1,0,1,83,0.1443,0.0,0.501
3.28,8,10,3.2,0.08,3,0.375,0,0,1,1,0,83,0.1443,0.375,0.5558
3.26,6,10,3.0,0.26,4,0.5,1,1,1,1,0,37,0.2745,0.5,0.8391
2.84,5,6,0.0,2.84,1,0.125,1,1,1,1,1,23,0.3784,0.125,0.7281
2.18,6,10,2.8,-0.62,0,0.0,1,0,0,0,0,62,0.1842,0.0,0.0488
2.87,8,10,2.5,0.37,2,0.25,1,1,1,0,0,56,0.2,0.25,0.7148
2.71,6,9,2.8,-0.09,1,0.125,1,1,1,0,0,39,0.2642,0.0,0.5112
3.44,4,8,2.5,0.94,7,0.875,0,1,1,0,0,45,0.2373,0.875,0.8495
3.16,5,8,3.2,-0.04,8,1.0,1,0,1,1,0,19,0.4242,0.0,0.5913
2.98,6,8,0.0,2.98,5,0.625,0,0,1,0,0,45,0.2373,0.625,0.6522
2.97,3,6,3.0,-0.03,6,0.75,0,1,1,1,0,87,0.1386,0.0,0.6778
3.93,5,8,3.5,0.43,6,0.75,1,1,1,0,0,39,0.2642,0.75,0.9764
3.51,4,7,3.0,0.51,7,0.875,1,1,0,1,0,47,0.2295,0.875,0.7334
2.99,4,7,0.0,2.99,0,0.0,1,0,0,0,0,85,0.1414,0.0,0.4172
2.96,4,6,3.2,-0.24,8,1.0,0,1,0,1,0,77,0.1538,0.0,0.3545
2.05,8,8,3.0,-0.95,4,0.5,0,1,1,1,0,72,0.1628,0.0,0.4508
3.89,4,6,2.8,1.09,4,0.5,0,0,1,0,1,1,0.9333,0.5,0.6925
2.64,8,10,3.0,-0.36,7,0.875,1,1,1,0,0,77,0.1538,0.0,0.625
2.51,9,10,3.2,-0.69,4,0.5,1,1,1,1,0,7,0.6667,0.0,0.5413
4.0,8,10,2.8,1.2,2,0.25,1,1,0,0,1,4,0.7778,0.25,0.5773
3.44,7,7,2.8,0.64,0,0.0,1,1,0,0,0,32,0.3043,0.0,0.4475
2.09,4,6,2.8,-0.71,1,0.125,1,0,1,1,0,38,0.2692,0.0,0.3672
2.12,5,8,0.0,2.12,0,0.0,0,1,1,1,0,11,0.56,0.0,0.638
2.05,7,9,3.0,-0.95,3,0.375,1,0,1,0,0,54,0.2059,0.0,0.3545
3.2,5,6,0.0,3.2,7,0.875,1,1,1,0,1,83,0.1443,0.875,0.8733
2.14,7,10,2.8,-0.66,3,0.375,1,1,1,0,1,60,0.1892,0.0,0.3717
3.87,5,8,2.8,1.07,5,0.625,1,1,1,1,0,87,0.1386,0.625,0.9514
3.87,8,10,2.5,1.37,1,0.125,0,1,1,0,1,81,0.1474,0.125,0.5993
3.09,6,6,2.8,0.29,5,0.625,0,1,1,0,1,74,0.1591,0.625,0.8018
3.23,5,8,3.0,0.23,8,1.0,1,0,0,0,0,16,0.4667,1.0,0.6121
2.58,6,8,2.5,0.08,2,0.25,1,1,1,1,1,58,0.1944,0.25,0.8202
2.13,5,6,2.5,-0.37,4,0.5,1,1,1,0,0,9,0.6087,0.0,0.5697
3.47,8,9,3.2,0.27,8,1.0,1,1,0,1,1,70,0.1667,1.0,0.8097
2.2,6,10,3.5,-1.3,5,0.625,0,1,0,0,1,81,0.1474,0.0,0.2436
2.17,5,8,2.8,-0.63,3,0.375,1,1,1,1,0,11,0.56,0.0,0.4331
2.62,7,7,2.5,0.12,1,0.125,1,1,0,0,0,46,0.2333,0.125,0.4689
2.02,9,9,0.0,2.02,8,1.0,0,1,1,1,1,12,0.5385,1.0,0.8967
2.87,6,7,0.0,2.87,5,0.625,1,1,1,1,0,49,0.2222,0.625,0.8011
3.42,3,7,2.8,0.62,0,0.0,1,1,1,0,0,41,0.2545,0.0,0.6671
3.6,7,9,3.5,0.1,4,0.5,0,0,0,0,0,81,0.1474,0.5,0.4588
3.21,4,8,3.0,0.21,8,1.0,0,1,1,1,0,25,0.359,1.0,0.8659
3.69,4,7,2.5,1.19,8,1.0,1,1,1,0,0,68,0.1707,1.0,1.0
2.81,8,8,3.5,-0.69,1,0.125,1,1,1,1,0,60,0.1892,0.0,0.3809
3.7,7,10,2.8,0.9,3,0.375,1,1,1,1,1,66,0.175,0.375,0.8402
3.01,4,8,2.5,0.51,8,1.0,0,1,0,0,1,87,0.1386,1.0,0.5753
2.45,5,6,2.8,-0.35,7,0.875,0,1,1,0,1,17,0.4516,0.0,0.5534
3.89,9,10,2.5,1.39,5,0.625,1,1,1,0,0,2,0.875,0.625,0.8649
2.55,8,9,3.2,-0.65,2,0.25,0,0,1,0,0,56,0.2,0.0,0.2577
2.05,7,7,2.8,-0.75,6,0.75,0,1,1,0,0,12,0.5385,0.0,0.519
2.49,9,10,3.0,-0.51,5,0.625,1,1,1,1,0,41,0.2545,0.0,0.5607
2.73,9,10,2.8,-0.07,4,0.5,0,1,1,0,1,47,0.2295,0.0,0.5019
2.7,10,10,3.2,-0.5,8,1.0,1,1,1,1,0,55,0.2029,0.0,0.6721
3.05,4,7,3.0,0.05,3,0.375,1,1,0,0,1,2,0.875,0.375,0.6172
3.77,8,10,2.8,0.97,5,0.625,1,1,1,0,1,52,0.2121,0.625,0.9219
2.58,8,10,0.0,2.58,0,0.0,1,1,1,0,0,71,0.1647,0.0,0.7585
3.04,9,10,3.2,-0.16,6,0.75,0,0,1,0,1,3,0.8235,0.0,0.5842
2.68,6,8,2.8,-0.12,4,0.5,1,1,1,0,1,36,0.28,0.0,0.603
3.64,5,7,2.5,1.14,7,0.875,1,0,0,1,0,31,0.3111,0.875,0.6598
2.32,3,7,3.2,-0.88,2,0.25,0,1,0,0,0,31,0.3111,0.0,0.1069
2.21,9,10,0.0,2.21,8,1.0,1,1,0,0,0,42,0.25,1.0,0.8021
3.01,4,8,2.5,0.51,5,0.625,0,1,1,1,1,13,0.5185,0.625,0.879
3.34,8,10,2.8,0.54,1,0.125,0,1,0,1,0,46,0.2333,0.125,0.4454
3.59,6,8,2.5,1.09,1,0.125,1,1,0,0,0,7,0.6667,0.125,0.4893
3.18,7,8,2.8,0.38,1,0.125,1,1,1,0,0,9,0.6087,0.125,0.728
3.55,4,6,2.5,1.05,2,0.25,0,1,1,0,0,49,0.2222,0.25,0.6604
2.79,4,8,0.0,2.79,4,0.5,0,0,1,0,0,81,0.1474,0.5,0.6656
2.07,6,8,0.0,2.07,7,0.875,0,0,0,0,0,64,0.1795,0.875,0.5401
2.23,3,6,2.5,-0.27,8,1.0,1,1,0,0,1,31,0.3111,0.0,0.4401
2.08,3,6,3.5,-1.42,6,0.75,1,1,1,1,0,32,0.3043,0.0,0.5676
2.66,5,8,2.8,-0.14,4,0.5,0,1,1,1,0,45,0.2373,0.0,0.6508
2.99,3,7,2.8,0.19,5,0.625,1,0,1,0,0,4,0.7778,0.625,0.7978
2.71,9,9,2.8,-0.09,2,0.25,1,0,1,0,1,60,0.1892,0.0,0.4964
3.12,5,8,3.0,0.12,2,0.25,1,1,1,1,1,13,0.5185,0.25,0.8322
2.96,6,8,0.0,2.96,4,0.5,1,1,1,0,1,65,0.1772,0.5,0.8486
3.36,6,6,2.5,0.86,7,0.875,1,0,1,1,0,34,0.2917,0.875,0.8452
3.33,5,8,3.0,0.33,0,0.0,1,0,0,1,0,35,0.2857,0.0,0.3837
2.64,8,8,2.8,-0.16,0,0.0,1,0,1,1,0,40,0.2593,0.0,0.3287
2.69,6,8,3.0,-0.31,1,0.125,0,1,1,1,0,12,0.5385,0.0,0.3714
3.17,7,7,3.2,-0.03,1,0.125,0,1,0,0,0,22,0.3889,0.0,0.2845
3.19,4,6,3.2,-0.01,1,0.125,0,1,1,1,0,19,0.4242,0.0,0.3734
2.63,6,10,2.5,0.13,1,0.125,1,1,1,1,0,77,0.1538,0.125,0.6897
2.66,10,10,0.0,2.66,0,0.0,0,1,1,0,0,15,0.4828,0.0,0.66
3.39,10,10,2.5,0.89,3,0.375,1,1,1,0,0,12,0.5385,0.375,0.7579
3.29,7,7,3.0,0.29,6,0.75,0,1,1,0,1,22,0.3889,0.75,0.853
2.27,5,9,3.2,-0.93,1,0.125,1,1,1,0,0,39,0.2642,0.0,0.5731
2.88,6,6,3.5,-0.62,2,0.25,0,1,1,0,0,55,0.2029,0.0,0.3953
3.79,7,10,2.5,1.29,8,1.0,1,1,1,1,0,39,0.2642,1.0,0.9528
2.07,6,6,3.2,-1.13,1,0.125,1,1,0,0,0,49,0.2222,0.0,0.2353
3.71,8,8,2.8,0.91,8,1.0,1,1,0,0,1,47,0.2295,1.0,0.7811
2.33,6,10,3.2,-0.87,4,0.5,1,0,0,1,0,16,0.4667,0.0,0.2135
3.01,6,9,2.8,0.21,6,0.75,1,1,0,0,0,1,0.9333,0.75,0.698
2.85,7,10,0.0,2.85,2,0.25,1,1,1,0,0,62,0.1842,0.25,0.8063
2.02,5,8,0.0,2.02,2,0.25,1,1,1,0,0,85,0.1414,0.25,0.8123
3.83,4,6,3.5,0.33,3,0.375,1,0,1,0,0,6,0.7,0.375,0.7068
2.91,4,6,2.8,0.11,1,0.125,1,1,1,1,0,83,0.1443,0.125,0.7721
3.91,5,6,2.8,1.11,2,0.25,1,1,0,0,0,82,0.1458,0.25,0.6403
2.57,5,6,2.8,-0.23,8,1.0,1,1,1,0,0,71,0.1647,0.0,0.751
3.73,5,8,2.8,0.93,0,0.0,1,1,1,1,1,51,0.2154,0.0,0.7389
3.84,2,6,3.5,0.34,5,0.625,1,0,0,1,0,31,0.3111,0.625,0.4876
3.11,5,6,0.0,3.11,6,0.75,1,0,0,0,0,54,0.2059,0.75,0.6305
2.41,4,8,0.0,2.41,1,0.125,0,1,1,0,0,2,0.875,0.125,0.5328
3.37,5,9,3.0,0.37,0,0.0,0,0,1,1,0,26,0.35,0.0,0.4057
3.1,8,9,2.8,0.3,4,0.5,1,1,1,0,0,36,0.28,0.5,0.8909
3.89,3,6,0.0,3.89,1,0.125,1,1,1,0,1,47,0.2295,0.125,0.7531
2.88,6,10,0.0,2.88,8,1.0,1,1,1,0,0,25,0.359,1.0,0.872
2.54,5,8,2.5,0.04,1,0.125,1,0,1,0,1,39,0.2642,0.125,0.596
2.28,5,7,2.5,-0.22,1,0.125,1,1,1,0,0,66,0.175,0.0,0.5193
3.4,7,7,0.0,3.4,2,0.25,0,1,1,1,0,86,0.14,0.25,0.6708
3.95,10,10,2.5,1.45,2,0.25,1,0,0,1,0,75,0.1573,0.25,0.4274
2.06,7,8,3.0,-0.94,1,0.125,0,0,1,1,0,7,0.6667,0.0,0.2532
3.48,7,7,3.2,0.28,5,0.625,1,1,1,1,0,54,0.2059,0.625,0.8172
3.85,6,8,3.2,0.65,3,0.375,1,0,1,1,0,42,0.25,0.375,0.6108
2.15,4,6,2.8,-0.65,4,0.5,0,0,1,1,1,47,0.2295,0.0,0.335
2.22,6,6,2.5,-0.28,2,0.25,1,1,1,1,1,72,0.1628,0.0,0.6593
3.38,4,7,3.5,-0.12,0,0.0,1,1,1,1,0,30,0.3182,0.0,0.5093
3.3,7,7,3.0,0.3,0,0.0,0,0,1,0,0,50,0.2188,0.0,0.4692
2.14,7,7,2.8,-0.66,0,0.0,1,1,1,0,0,80,0.1489,0.0,0.4211
3.67,3,6,2.5,1.17,7,0.875,1,1,1,0,0,51,0.2154,0.875,0.9571
3.05,8,9,2.5,0.55,2,0.25,1,1,1,1,0,50,0.2188,0.25,0.6902
3.81,5,6,2.8,1.01,2,0.25,0,1,1,1,1,83,0.1443,0.25,0.7532
3.76,6,7,2.8,0.96,5,0.625,0,0,1,1,0,3,0.8235,0.625,0.7485
3.63,7,10,0.0,3.63,0,0.0,1,0,1,1,0,34,0.2917,0.0,0.5951
3.03,6,6,3.5,-0.47,5,0.625,0,1,1,1,1,45,0.2373,0.0,0.5206
2.5,5,7,2.8,-0.3,4,0.5,0,1,1,0,0,1,0.9333,0.0,0.6358
3.01,4,8,2.8,0.21,7,0.875,1,1,1,0,1,43,0.2456,0.875,0.9154
2.2,3,7,2.5,-0.3,1,0.125,1,1,1,1,1,84,0.1429,0.0,0.5634
3.32,6,7,3.0,0.32,0,0.0,1,1,1,0,0,71,0.1647,0.0,0.7132
2.27,4,6,3.0,-0.73,6,0.75,1,1,1,1,0,3,0.8235,0.0,0.6019
3.02,4,8,0.0,3.02,3,0.375,0,1,1,1,0,79,0.1505,0.375,0.6779
2.11,7,9,2.8,-0.69,0,0.0,0,1,1,0,0,72,0.1628,0.0,0.3036
2.6,6,8,3.0,-0.4,5,0.625,1,1,1,1,1,79,0.1505,0.0,0.6928
2.46,6,10,3.2,-0.74,4,0.5,1,1,1,0,0,13,0.5185,0.0,0.5723
3.24,6,9,2.5,0.74,8,1.0,0,1,1,1,1,81,0.1474,1.0,0.897
3.57,7,9,3.2,0.37,8,1.0,1,1,1,1,0,2,0.875,1.0,0.9454
2.11,7,8,2.8,-0.69,4,0.5,0,1,1,0,0,4,0.7778,0.0,0.4108
3.7,8,9,0.0,3.7,1,0.125,1,1,1,1,0,32,0.3043,0.125,0.7443
3.72,4,8,0.0,3.72,6,0.75,1,1,1,0,1,74,0.1591,0.75,0.8738
2.68,9,10,2.5,0.18,1,0.125,1,1,1,0,0,78,0.1522,0.125,0.8024
3.32,8,8,2.5,0.82,7,0.875,0,0,1,0,0,58,0.1944,0.875,0.7425
2.81,4,8,2.8,0.01,5,0.625,0,1,1,1,1,4,0.7778,0.625,0.7961
2.31,6,6,3.0,-0.69,3,0.375,1,1,0,1,0,79,0.1505,0.0,0.2773
3.06,6,10,2.5,0.56,8,1.0,1,1,1,0,1,24,0.3684,1.0,0.918
2.17,7,8,3.5,-1.33,4,0.5,1,0,1,1,0,68,0.1707,0.0,0.4232
3.76,6,9,2.5,1.26,3,0.375,0,1,1,1,1,26,0.35,0.375,0.6783
3.85,8,9,2.8,1.05,1,0.125,1,1,0,1,0,51,0.2154,0.125,0.4967
3.64,6,6,3.5,0.14,5,0.625,0,0,1,0,0,9,0.6087,0.625,0.6163
3.13,9,9,3.2,-0.07,2,0.25,0,1,1,0,0,90,0.1346,0.0,0.466
3.12,8,8,3.0,0.12,1,0.125,0,1,0,0,0,9,0.6087,0.125,0.3732
3.97,7,7,3.0,0.97,1,0.125,0,0,1,1,0,87,0.1386,0.125,0.4862
2.5,4,7,0.0,2.5,5,0.625,0,0,1,0,0,82,0.1458,0.625,0.6407
2.15,7,9,0.0,2.15,8,1.0,0,1,1,0,0,14,0.5,1.0,0.8514
3.12,5,6,2.8,0.32,2,0.25,1,1,1,1,0,63,0.1818,0.25,0.818
2.66,5,9,0.0,2.66,1,0.125,1,1,0,0,1,31,0.3111,0.125,0.5207
2.64,8,10,2.8,-0.16,5,0.625,1,0,1,1,0,29,0.3256,0.0,0.612
2.01,4,6,2.5,-0.49,1,0.125,0,0,0,1,0,30,0.3182,0.0,0.0201
3.19,6,6,3.2,-0.01,0,0.0,1,1,1,0,1,22,0.3889,0.0,0.533
2.53,2,6,3.2,-0.67,5,0.625,0,0,0,0,0,87,0.1386,0.0,0.1546
2.38,5,9,3.2,-0.82,4,0.5,0,1,0,0,1,4,0.7778,0.0,0.2861
